region,date,set,habitat,Paired,sz_orgnsm,count,rel_abun,rel_abun_per
Fraser,2016-05-11,1.1,No_Eel,1,1_Mysida,1.0,0.002197802,0.2197802
Fraser,2016-05-11,1.1,No_Eel,1,1_Ostracod,20.0,0.043956044,4.3956044
Fraser,2016-05-11,2.1,No_Eel,1,1_Appendicularia,NA,0.094936709,9.4936709
Fraser,2016-05-11,2.1,No_Eel,1,1_Harpac,NA,0.107594937,10.7594937
Fraser,2016-05-11,2.1,No_Eel,1,1_Calanoid,NA,0.208860759,20.8860759
Fraser,2016-05-11,2.1,No_Eel,1,1_Cladoceran,NA,0.582278481,58.2278481
Fraser,2016-04-30,1.1,No_Eel,1,1_Gammarid,1.0,0.001564945,0.1564945
Fraser,2016-04-30,1.1,No_Eel,1,1_Cladoceran,67.0,0.10485133,10.485133000000001
Fraser,2016-04-30,1.1,No_Eel,1,1_Appendicularia,27.0,0.042253521,4.2253521
Fraser,2016-04-30,1.1,No_Eel,1,1_Cyclopoid,3.0,0.004694836,0.4694836
Fraser,2016-04-30,1.1,No_Eel,1,1_Harpac,109.0,0.17057903,17.057903
Fraser,2016-04-30,1.1,No_Eel,1,1_Calanoid,371.0,0.580594679,58.059467899999994
Fraser,2016-04-30,1.1,No_Eel,1,1_Mysida,3.0,0.004694836,0.4694836
Fraser,2016-04-30,1.1,No_Eel,1,1_Barnacle,58.0,0.090766823,9.0766823
Fraser,2016-04-30,2.1,No_Eel,1,10_Fish Larvae,1.0,0.002717391,0.2717391
Fraser,2016-04-30,2.1,No_Eel,1,1_Cladoceran,43.0,0.116847826,11.6847826
Fraser,2016-04-30,2.1,No_Eel,1,1_Appendicularia,17.0,0.046195652,4.619565199999999
Fraser,2016-04-30,2.1,No_Eel,1,1_Harpac,35.0,0.095108696,9.510869600000001
Fraser,2016-04-30,2.1,No_Eel,1,1_Calanoid,180.0,0.489130435,48.9130435
Fraser,2016-04-30,2.1,No_Eel,1,1_Mysida,3.0,0.008152174,0.8152174
Fraser,2016-04-30,2.1,No_Eel,1,1_Ostracod,44.0,0.119565217,11.9565217
Fraser,2016-04-30,2.1,No_Eel,1,1_Barnacle,45.0,0.122282609,12.2282609
Fraser,2016-04-30,1.1,Eel,1,1_Valvifera,16.0,0.005235602,0.5235602
Fraser,2016-04-30,1.1,Eel,1,1_Phyllodocida,8.0,0.002617801,0.2617801
Fraser,2016-04-30,1.1,Eel,1,1_Harpac,2232.0,0.730366492,73.0366492
Fraser,2016-04-30,1.1,Eel,1,1_Calanoid,776.0,0.253926702,25.3926702
Fraser,2016-04-30,1.1,Eel,1,1_Mysida,8.0,0.002617801,0.2617801
Fraser,2016-04-30,1.1,Eel,1,1_Cumacea,16.0,0.005235602,0.5235602
Fraser,2016-04-30,2.1,Eel,1,2_Gammarid,4.0,0.001167883,0.1167883
Fraser,2016-04-30,2.1,Eel,1,2_Mysida,3.0,8.75912e-4,0.0875912
Fraser,2016-04-30,2.1,Eel,1,2_Brachyura,1.0,2.91971e-4,0.029197099999999997
Fraser,2016-04-30,2.1,Eel,1,1_Gammarid,2.0,5.83942e-4,0.05839419999999999
Fraser,2016-04-30,2.1,Eel,1,1_Cladoceran,115.0,0.033576642,3.3576642
Fraser,2016-04-30,2.1,Eel,1,1_Phyllodocida,60.0,0.017518248,1.7518248
Fraser,2016-04-30,2.1,Eel,1,1_Harpac,755.0,0.220437956,22.0437956
Fraser,2016-04-30,2.1,Eel,1,1_Calanoid,1775.0,0.518248175,51.824817499999995
Fraser,2016-04-30,2.1,Eel,1,1_Barnacle,710.0,0.20729927,20.729927
Fraser,2016-04-16,1.1,Eel,NA,2_Gammarid,3.0,0.007672634,0.7672634
Fraser,2016-04-16,1.1,Eel,NA,2_Mysida,1.0,0.002557545,0.2557545
Fraser,2016-04-16,1.1,Eel,NA,1_Cladoceran,7.0,0.017902813,1.7902813
Fraser,2016-04-16,1.1,Eel,NA,1_Phyllodocida,7.0,0.017902813,1.7902813
Fraser,2016-04-16,1.1,Eel,NA,1_Appendicularia,3.0,0.007672634,0.7672634
Fraser,2016-04-16,1.1,Eel,NA,1_Harpac,240.0,0.613810742,61.38107419999999
Fraser,2016-04-16,1.1,Eel,NA,1_Calanoid,124.0,0.31713555,31.713555
Fraser,2016-04-16,1.1,Eel,NA,1_Barnacle,5.0,0.012787724,1.2787724
Fraser,2016-04-16,1.1,Eel,NA,1_Echinoderm,1.0,0.002557545,0.2557545
Fraser,2016-04-16,1.1,No_Eel,NA,1_Cladoceran,960.0,0.168618267,16.861826699999998
Fraser,2016-04-16,1.1,No_Eel,NA,1_Appendicularia,40.0,0.007025761,0.7025761
Fraser,2016-04-16,1.1,No_Eel,NA,1_Harpac,200.0,0.035128806,3.5128806
Fraser,2016-04-16,1.1,No_Eel,NA,1_Calanoid,4346.666667,0.763466042,76.3466042
Fraser,2016-04-16,1.1,No_Eel,NA,1_Phyllodocida,40.0,0.007025761,0.7025761
Fraser,2016-04-16,1.1,No_Eel,NA,1_Barnacle,106.6666667,0.018735363,1.8735363
Fraser,2016-04-16,2.1,Eel,NA,10_Valvifera,1.0,7.34268e-5,0.00734268
Fraser,2016-04-16,2.1,Eel,NA,2_Gammarid,13.0,9.54549e-4,0.0954549
Fraser,2016-04-16,2.1,Eel,NA,2_Calanoid,1.0,7.34268e-5,0.00734268
Fraser,2016-04-16,2.1,Eel,NA,2_Mysida,1.0,7.34268e-5,0.00734268
Fraser,2016-04-16,2.1,Eel,NA,2_Brachyura,3.0,2.2028e-4,0.022028
Fraser,2016-04-16,2.1,Eel,NA,1_Cladoceran,240.0,0.017622439,1.7622439
Fraser,2016-04-16,2.1,Eel,NA,1_Harpac,9640.0,0.707834643,70.78346429999999
Fraser,2016-04-16,2.1,Eel,NA,1_Calanoid,3520.0,0.258462442,25.8462442
Fraser,2016-04-16,2.1,Eel,NA,1_Barnacle,120.0,0.00881122,0.881122
Fraser,2016-04-16,2.1,Eel,NA,1_Phyllodocida,80.0,0.005874146,0.5874146
Fraser,2016-04-16,2.1,No_Eel,NA,2_Cumacea,1.0,1.53038e-4,0.015303800000000001
Fraser,2016-04-16,2.1,No_Eel,NA,1_Cladoceran,733.3333333,0.11222772,11.222772
Fraser,2016-04-16,2.1,No_Eel,NA,1_Appendicularia,13.33333333,0.002040504,0.2040504
Fraser,2016-04-16,2.1,No_Eel,NA,1_Harpac,186.6666667,0.028567056,2.8567056
Fraser,2016-04-16,2.1,No_Eel,NA,1_Calanoid,5440.0,0.832525634,83.2525634
Fraser,2016-04-16,2.1,No_Eel,NA,1_Barnacle,26.66666667,0.004081008,0.4081008
Fraser,2016-04-16,2.1,No_Eel,NA,1_Phyllodocida,133.3333333,0.02040504,2.040504
Fraser,2016-03-30,2.1,Eel,NA,1_Cladoceran,4.0,0.005319149,0.5319149
Fraser,2016-03-30,2.1,Eel,NA,1_Phyllodocida,24.0,0.031914894,3.1914894
Fraser,2016-03-30,2.1,Eel,NA,1_Harpac,16.0,0.021276596,2.1276596
Fraser,2016-03-30,2.1,Eel,NA,1_Calanoid,692.0,0.920212766,92.02127660000001
Fraser,2016-03-30,2.1,Eel,NA,1_Barnacle,16.0,0.021276596,2.1276596
Fraser,2016-03-30,1.1,No_Eel,NA,1_Cladoceran,8.0,0.00370199,0.370199
Fraser,2016-03-30,1.1,No_Eel,NA,1_Phyllodocida,8.0,0.00370199,0.370199
Fraser,2016-03-30,1.1,No_Eel,NA,1_Harpac,32.0,0.014807959,1.4807959000000002
Fraser,2016-03-30,1.1,No_Eel,NA,1_Calanoid,2112.0,0.977325312,97.7325312
Fraser,2016-03-30,1.1,No_Eel,NA,2_Mysida,1.0,4.62749e-4,0.0462749
Fraser,2016-03-30,1.1,Eel,NA,2_Mysida,34.0,0.01218638,1.218638
Fraser,2016-03-30,1.1,Eel,NA,1_Harpac,1e3,0.358422939,35.8422939
Fraser,2016-03-30,1.1,Eel,NA,1_Calanoid,580.0,0.207885305,20.7885305
Fraser,2016-03-30,1.1,Eel,NA,1_Barnacle,4.0,0.001433692,0.1433692
Fraser,2016-03-30,2.1,No_Eel,NA,1_Cladoceran,4.0,0.001433692,0.1433692
Fraser,2016-03-30,2.1,No_Eel,NA,1_Phyllodocida,4.0,0.001433692,0.1433692
Fraser,2016-03-30,2.1,No_Eel,NA,1_Calanoid,1164.0,0.417204301,41.7204301
Qualicum,2016-07-19,2.1,Eel,NA,18_Natantia,30.0,0.056497175,5.6497174999999995
Qualicum,2016-07-19,2.1,Eel,NA,14_Natantia,57.0,0.107344633,10.7344633
Qualicum,2016-07-19,2.1,Eel,NA,10_Natantia,42.0,0.079096045,7.9096045
Qualicum,2016-07-19,2.1,Eel,NA,6_Natantia,21.0,0.039548023,3.9548023000000003
Qualicum,2016-07-19,2.1,Eel,NA,22_Natantia,4.0,0.007532957,0.7532957
Qualicum,2016-07-19,2.1,Eel,NA,2_Gammarid,14.0,0.026365348,2.6365348
Qualicum,2016-07-19,2.1,Eel,NA,2_Natantia,59.0,0.111111111,11.1111111
Qualicum,2016-07-19,2.1,Eel,NA,1_Gammarid,160.0,0.301318267,30.131826699999998
Qualicum,2016-07-19,2.1,Eel,NA,1_Caprellidea,64.0,0.120527307,12.0527307
Qualicum,2016-07-19,2.1,Eel,NA,1_Calanoid,16.0,0.030131827,3.0131826999999998
Qualicum,2016-07-19,2.1,Eel,NA,1_Ostracod,64.0,0.120527307,12.0527307
Qualicum,2016-07-19,1.1,Eel,NA,26_Natantia,5.0,0.023696682,2.3696682
Qualicum,2016-07-19,1.1,Eel,NA,22_Natantia,6.0,0.028436019,2.8436019
Qualicum,2016-07-19,1.1,Eel,NA,18_Natantia,12.0,0.056872038,5.6872038
Qualicum,2016-07-19,1.1,Eel,NA,14_Natantia,19.0,0.090047393,9.0047393
Qualicum,2016-07-19,1.1,Eel,NA,10_Natantia,49.0,0.232227488,23.2227488
Qualicum,2016-07-19,1.1,Eel,NA,6_Natantia,23.0,0.109004739,10.9004739
Qualicum,2016-07-19,1.1,Eel,NA,2_Gammarid,5.0,0.023696682,2.3696682
Qualicum,2016-07-19,1.1,Eel,NA,2_Caprellidea,10.0,0.047393365,4.7393365
Qualicum,2016-07-19,1.1,Eel,NA,2_Natantia,42.0,0.199052133,19.9052133
Qualicum,2016-07-19,1.1,Eel,NA,1_Gammarid,192.0,0.909952607,90.9952607
Qualicum,2016-07-19,1.1,Eel,NA,1_Phyllodocida,16.0,0.075829384,7.5829384
Qualicum,2016-07-19,1.1,Eel,NA,1_Harpac,88.0,0.417061611,41.7061611
Qualicum,2016-07-19,1.1,Eel,NA,1_Calanoid,24.0,0.113744076,11.3744076
Qualicum,2016-06-22,1.1,No_Eel,NA,6_Gastropod,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,6_Phyllodocida,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,22_Phyllodocida,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,14_Phyllodocida,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,22_Natantia,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,18_Natantia,2.0,0.002544529,0.2544529
Qualicum,2016-06-22,1.1,No_Eel,NA,14_Natantia,5.0,0.006361323,0.6361323
Qualicum,2016-06-22,1.1,No_Eel,NA,10_Natantia,9.0,0.011450382,1.1450382000000001
Qualicum,2016-06-22,1.1,No_Eel,NA,6_Natantia,9.0,0.011450382,1.1450382000000001
Qualicum,2016-06-22,1.1,No_Eel,NA,22_Brachyura,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,6_Brachyura,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Gammarid,13.0,0.01653944,1.6539439999999999
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Caprellidea,106.0,0.134860051,13.486005100000002
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Valvifera,7.0,0.008905852,0.8905852000000001
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Phyllodocida,57.0,0.072519084,7.2519084
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Natantia,9.0,0.011450382,1.1450382000000001
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Natantia,309.0,0.393129771,39.312977100000005
Qualicum,2016-06-22,1.1,No_Eel,NA,2_Brachyura,9.0,0.011450382,1.1450382000000001
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Gammarid,19.0,0.024173028,2.4173028
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Caprellidea,91.0,0.115776081,11.5776081
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Valvifera,2.0,0.002544529,0.2544529
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Phyllodocida,107.0,0.136132316,13.6132316
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Appendicularia,2.0,0.002544529,0.2544529
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Harpac,1.0,0.001272265,0.12722650000000002
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Natantia,10.0,0.012722646,1.2722646
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Cumacea,3.0,0.003816794,0.3816794
Qualicum,2016-06-22,1.1,No_Eel,NA,1_Ostracod,9.0,0.011450382,1.1450382000000001
Qualicum,2016-06-22,1.1,Eel,NA,10_Caprellidea,2.0,0.005464481,0.5464481
Qualicum,2016-06-22,1.1,Eel,NA,6_Caprellidea,4.0,0.010928962,1.0928962
Qualicum,2016-06-22,1.1,Eel,NA,6_Gastropod,2.0,0.005464481,0.5464481
Qualicum,2016-06-22,1.1,Eel,NA,6_Natantia,1.0,0.00273224,0.27322399999999997
Qualicum,2016-06-22,1.1,Eel,NA,22_Natantia,2.0,0.005464481,0.5464481
Qualicum,2016-06-22,1.1,Eel,NA,18_Natantia,17.0,0.046448087,4.6448087
Qualicum,2016-06-22,1.1,Eel,NA,14_Natantia,26.0,0.071038251,7.1038251
Qualicum,2016-06-22,1.1,Eel,NA,10_Natantia,71.0,0.193989071,19.398907100000002
Qualicum,2016-06-22,1.1,Eel,NA,6_Natantia,38.0,0.103825137,10.3825137
Qualicum,2016-06-22,1.1,Eel,NA,10_Fish Larvae,2.0,0.005464481,0.5464481
Qualicum,2016-06-22,1.1,Eel,NA,2_Gammarid,12.0,0.032786885,3.2786885000000003
Qualicum,2016-06-22,1.1,Eel,NA,2_Caprellidea,6.0,0.016393443,1.6393443
Qualicum,2016-06-22,1.1,Eel,NA,2_Natantia,140.0,0.382513661,38.2513661
Qualicum,2016-06-22,1.1,Eel,NA,2_Brachyura,6.0,0.016393443,1.6393443
Qualicum,2016-06-22,1.1,Eel,NA,1_Gammarid,19.0,0.051912568,5.1912568
Qualicum,2016-06-22,1.1,Eel,NA,1_Caprellidea,4.0,0.010928962,1.0928962
Qualicum,2016-06-22,1.1,Eel,NA,1_Gastropod,3.0,0.008196721,0.8196721
Qualicum,2016-06-22,1.1,Eel,NA,1_Calanoid,2.0,0.005464481,0.5464481
Qualicum,2016-06-22,1.1,Eel,NA,1_Natantia,1.0,0.00273224,0.27322399999999997
Qualicum,2016-06-22,1.1,Eel,NA,1_Valvifera,5.0,0.013661202,1.3661202000000001
Qualicum,2016-06-22,1.1,Eel,NA,1_Ostracod,3.0,0.008196721,0.8196721
